Código Ámbito,Ámbito,Código área (M49),Área,Código Elemento,Elemento,Código Producto,Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
"RP","Plaguicidas Uso","380","Italia","5157","Uso Agrícola","1320","Herbicidas","2010","2010","toneladas","9934","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","380","Italia","5157","Uso Agrícola","1320","Herbicidas","2011","2011","toneladas","8320","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","380","Italia","5157","Uso Agrícola","1320","Herbicidas","2012","2012","toneladas","7981","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","380","Italia","5157","Uso Agrícola","1320","Herbicidas","2013","2013","toneladas","7690","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","380","Italia","5157","Uso Agrícola","1320","Herbicidas","2014","2014","toneladas","7585","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","380","Italia","5157","Uso Agrícola","1320","Herbicidas","2015","2015","toneladas","7692","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","380","Italia","5157","Uso Agrícola","1320","Herbicidas","2016","2016","toneladas","7242","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","380","Italia","5157","Uso Agrícola","1320","Herbicidas","2017","2017","toneladas","6881","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","380","Italia","5157","Uso Agrícola","1320","Herbicidas","2018","2018","toneladas","6879","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","380","Italia","5157","Uso Agrícola","1320","Herbicidas","2019","2019","toneladas","8525","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","1990","1990","toneladas","11332","F","Estimación FAO"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","1991","1991","toneladas","11332","F","Estimación FAO"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","1992","1992","toneladas","11332","F","Estimación FAO"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","1993","1993","toneladas","11332","F","Estimación FAO"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","1994","1994","toneladas","11332","F","Estimación FAO"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","1995","1995","toneladas","11332","F","Estimación FAO"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","1996","1996","toneladas","11332","F","Estimación FAO"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","1997","1997","toneladas","11332","F","Estimación FAO"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","1998","1998","toneladas","11332","F","Estimación FAO"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","1999","1999","toneladas","11332","F","Estimación FAO"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2000","2000","toneladas","11332","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2001","2001","toneladas","11793","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2002","2002","toneladas","11493","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2003","2003","toneladas","10942","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2004","2004","toneladas","11862","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2005","2005","toneladas","12158","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2006","2006","toneladas","11947","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2007","2007","toneladas","12032","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2008","2008","toneladas","11857","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2009","2009","toneladas","12805","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2010","2010","toneladas","12167","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2011","2011","toneladas","11414","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2012","2012","toneladas","11564","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2013","2013","toneladas","11980","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2014","2014","toneladas","12350","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2015","2015","toneladas","12653","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2016","2016","toneladas","12576","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2017","2017","toneladas","13136","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2018","2018","toneladas","13263","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
"RP","Plaguicidas Uso","392","Japón","5157","Uso Agrícola","1320","Herbicidas","2019","2019","toneladas","13298","Qm","Datos oficiales de cuestionarios y/o fuentes nacionales y/o COMTRADE (datos proporcionados por el país)"
